standard_id,standard_id_norm,curriculum_version,grade_band,grade_level,subject_code,subject_name_ko,domain_code,domain_name_ko,standard_text_ko,standard_text_en,cognitive_level,cefr_alignment,communication_function,grammar_elements,text_type,topic_tags,target_vocab_level,source_document,source_page,effective_date,verification_status,last_verified,notes
[12실영03-04],2015_12실영03-04,2015,high,1-3학년,ENG,실용 영어,읽기 ,읽기 영역,실생활 중심의 다양한 주제에 관한 글을 읽고 필자의 의도나 글의 목적을 파악할 수 있다.,,,,,,,,,KICE STAS 학생평가지원포털 (stas.moe.go.kr),,,kice_verified,2026-07-04,STAS API 자동수집. 원천 대조(별책14) 필요. course=영어 | NCIC 성취수준 문서 코드·문구 실재 확인
[12실영04-01],2015_12실영04-01,2015,high,1-3학년,ENG,실용 영어,쓰기 ,쓰기 영역,실생활 중심의 다양한 주제에 관하여 듣거나 읽고 필요한 정보를 기록할 수 있다.,,,,,,,,,KICE STAS 학생평가지원포털 (stas.moe.go.kr),,,kice_verified,2026-07-04,STAS API 자동수집. 원천 대조(별책14) 필요. course=영어 | NCIC 성취수준 문서 코드·문구 실재 확인
[12실영04-02],2015_12실영04-02,2015,high,1-3학년,ENG,실용 영어,쓰기 ,쓰기 영역,실생활 중심의 다양한 주제에 관해 자신의 의견이나 감정을 쓸 수 있다.,,,,,,,,,KICE STAS 학생평가지원포털 (stas.moe.go.kr),,,kice_verified,2026-07-04,STAS API 자동수집. 원천 대조(별책14) 필요. course=영어 | NCIC 성취수준 문서 코드·문구 실재 확인
[12실영04-03],2015_12실영04-03,2015,high,1-3학년,ENG,실용 영어,쓰기 ,쓰기 영역,"서식, 이메일, 메모 등을 상황과 목적에 맞게 작성할 수 있다.",,,,,,,,,KICE STAS 학생평가지원포털 (stas.moe.go.kr),,,kice_verified,2026-07-04,STAS API 자동수집. 원천 대조(별책14) 필요. course=영어 | NCIC 성취수준 문서 코드·문구 실재 확인
[12실영04-04],2015_12실영04-04,2015,high,1-3학년,ENG,실용 영어,쓰기 ,쓰기 영역,"실생활 중심의 다양한 주제에 관한 그림, 도표 등을 간단히 설명하는 글을 쓸 수 있다.",,,,,,,,,KICE STAS 학생평가지원포털 (stas.moe.go.kr),,,kice_verified,2026-07-04,STAS API 자동수집. 원천 대조(별책14) 필요. course=영어 | NCIC 성취수준 문서 코드·문구 실재 확인
[12심독01-01],2022_12심독01-01,2022,high,1-3학년,ENG,심화 영어 독해와 작문,독해,독해,다양한 분야의 기초 학문 주제에 관한 글을 읽고 주요 내용을 파악한다.,,,,,,,,,KICE STAS 학생평가지원포털 (stas.moe.go.kr),,,kice_verified,2026-07-04,STAS API 자동수집. 원천 대조(별책14) 필요. course=영어 | NCIC 성취수준 문서 코드·문구 실재 확인
[12심독01-02],2022_12심독01-02,2022,high,1-3학년,ENG,심화 영어 독해와 작문,독해,독해,이야기나 서사 및 운문을 읽고 필자나 등장인물의 심정이나 의도를 추론한다.,,,,,,,,,KICE STAS 학생평가지원포털 (stas.moe.go.kr),,,kice_verified,2026-07-04,STAS API 자동수집. 원천 대조(별책14) 필요. course=영어 | NCIC 성취수준 문서 코드·문구 실재 확인
[12심독01-03],2022_12심독01-03,2022,high,1-3학년,ENG,심화 영어 독해와 작문,독해,독해,글의 구성 방식을 고려하여 논리적 관계를 추론한다.,,,,,,,,,KICE STAS 학생평가지원포털 (stas.moe.go.kr),,,kice_verified,2026-07-04,STAS API 자동수집. 원천 대조(별책14) 필요. course=영어 | NCIC 성취수준 문서 코드·문구 실재 확인
[12심독01-04],2022_12심독01-04,2022,high,1-3학년,ENG,심화 영어 독해와 작문,독해,독해,글의 맥락과 배경지식을 활용하여 함축적 의미를 추론한다.,,,,,,,,,KICE STAS 학생평가지원포털 (stas.moe.go.kr),,,kice_verified,2026-07-04,STAS API 자동수집. 원천 대조(별책14) 필요. course=영어 | NCIC 성취수준 문서 코드·문구 실재 확인
[12심독01-05],2022_12심독01-05,2022,high,1-3학년,ENG,심화 영어 독해와 작문,독해,독해,다양한 문학 작품을 읽고 문학적 표현과 의미를 파악한다.,,,,,,,,,KICE STAS 학생평가지원포털 (stas.moe.go.kr),,,kice_verified,2026-07-04,STAS API 자동수집. 원천 대조(별책14) 필요. course=영어 | NCIC 성취수준 문서 코드·문구 실재 확인
[12심독01-06],2022_12심독01-06,2022,high,1-3학년,ENG,심화 영어 독해와 작문,독해,독해,다양한 유형의 글의 구조와 형식을 비교ㆍ분석한다.,,,,,,,,,KICE STAS 학생평가지원포털 (stas.moe.go.kr),,,kice_verified,2026-07-04,STAS API 자동수집. 원천 대조(별책14) 필요. course=영어 | NCIC 성취수준 문서 코드·문구 실재 확인
[12심독01-07],2022_12심독01-07,2022,high,1-3학년,ENG,심화 영어 독해와 작문,독해,독해,다양한 매체의 글의 내용 타당성을 평가하며 비판적으로 읽는다.,,,,,,,,,KICE STAS 학생평가지원포털 (stas.moe.go.kr),,,kice_verified,2026-07-04,STAS API 자동수집. 원천 대조(별책14) 필요. course=영어 | NCIC 성취수준 문서 코드·문구 실재 확인
[12심독01-08],2022_12심독01-08,2022,high,1-3학년,ENG,심화 영어 독해와 작문,독해,독해,"우리 문화 및 타 문화의 생활 양식, 사고방식, 의사소통 방식에 관한 글을 읽고 문화 간 차이에 대해 포용적인 태도를 갖춘다.",,,,,,,,,KICE STAS 학생평가지원포털 (stas.moe.go.kr),,,kice_verified,2026-07-04,STAS API 자동수집. 원천 대조(별책14) 필요. course=영어 | NCIC 성취수준 문서 코드·문구 실재 확인
[12심독01-09],2022_12심독01-09,2022,high,1-3학년,ENG,심화 영어 독해와 작문,독해,독해,적절한 읽기 전략을 적용하여 스스로 읽기 과정을 점검하며 읽는다.,,,,,,,,,KICE STAS 학생평가지원포털 (stas.moe.go.kr),,,kice_verified,2026-07-04,STAS API 자동수집. 원천 대조(별책14) 필요. course=영어 | NCIC 성취수준 문서 코드·문구 실재 확인
[12심독02-01],2022_12심독02-01,2022,high,1-3학년,ENG,심화 영어 독해와 작문,작문,작문,다양한 분야의 기초 학문 주제에 관하여 사실적 정보를 기술하거나 설명하는 글을 쓴다.,,,,,,,,,KICE STAS 학생평가지원포털 (stas.moe.go.kr),,,kice_verified,2026-07-04,STAS API 자동수집. 원천 대조(별책14) 필요. course=영어 | NCIC 성취수준 문서 코드·문구 실재 확인
[12심독02-02],2022_12심독02-02,2022,high,1-3학년,ENG,심화 영어 독해와 작문,작문,작문,이야기나 서사 및 운문에 대해 자신의 감상이나 느낌을 표현하는 글을 쓴다.,,,,,,,,,KICE STAS 학생평가지원포털 (stas.moe.go.kr),,,kice_verified,2026-07-04,STAS API 자동수집. 원천 대조(별책14) 필요. course=영어 | NCIC 성취수준 문서 코드·문구 실재 확인
[12심독02-03],2022_12심독02-03,2022,high,1-3학년,ENG,심화 영어 독해와 작문,작문,작문,다양한 주제에 관하여 상대방을 설득하는 글을 쓴다.,,,,,,,,,KICE STAS 학생평가지원포털 (stas.moe.go.kr),,,kice_verified,2026-07-04,STAS API 자동수집. 원천 대조(별책14) 필요. course=영어 | NCIC 성취수준 문서 코드·문구 실재 확인
[12심독02-04],2022_12심독02-04,2022,high,1-3학년,ENG,심화 영어 독해와 작문,작문,작문,다양한 기초 학문 분야의 주제에 관하여 듣거나 읽고 주요 정보를 요약한다.,,,,,,,,,KICE STAS 학생평가지원포털 (stas.moe.go.kr),,,kice_verified,2026-07-04,STAS API 자동수집. 원천 대조(별책14) 필요. course=영어 | NCIC 성취수준 문서 코드·문구 실재 확인
[12심독02-05],2022_12심독02-05,2022,high,1-3학년,ENG,심화 영어 독해와 작문,작문,작문,"우리 문화 및 타 문화의 생활 양식, 사고방식, 의사소통 방식에 관한 글을 읽고 문화 간 차이에 대해 비교ㆍ대조하는 글을 쓴다.",,,,,,,,,KICE STAS 학생평가지원포털 (stas.moe.go.kr),,,kice_verified,2026-07-04,STAS API 자동수집. 원천 대조(별책14) 필요. course=영어 | NCIC 성취수준 문서 코드·문구 실재 확인
[12심독02-06],2022_12심독02-06,2022,high,1-3학년,ENG,심화 영어 독해와 작문,작문,작문,다양한 매체 정보를 분석ㆍ종합ㆍ비평하여 재구성한다.,,,,,,,,,KICE STAS 학생평가지원포털 (stas.moe.go.kr),,,kice_verified,2026-07-04,STAS API 자동수집. 원천 대조(별책14) 필요. course=영어 | NCIC 성취수준 문서 코드·문구 실재 확인
[12심독02-07],2022_12심독02-07,2022,high,1-3학년,ENG,심화 영어 독해와 작문,작문,작문,사회적으로 이슈가 되는 주제에 관하여 정보 윤리를 준수하며 비판적이고 독창적인 글을 쓴다.,,,,,,,,,KICE STAS 학생평가지원포털 (stas.moe.go.kr),,,kice_verified,2026-07-04,STAS API 자동수집. 원천 대조(별책14) 필요. course=영어 | NCIC 성취수준 문서 코드·문구 실재 확인
[12심독02-08],2022_12심독02-08,2022,high,1-3학년,ENG,심화 영어 독해와 작문,작문,작문,다양한 분야의 주제에 관하여 적절한 쓰기 전략을 적용하여 글을 점검하고 고쳐 쓴다.,,,,,,,,,KICE STAS 학생평가지원포털 (stas.moe.go.kr),,,kice_verified,2026-07-04,STAS API 자동수집. 원천 대조(별책14) 필요. course=영어 | NCIC 성취수준 문서 코드·문구 실재 확인
[12심독Ⅰ03-01],2015_12심독Ⅰ03-01,2015,high,1-3학년,ENG,심화 영어 독해 I,읽기 ,읽기 영역,다양한 주제에 관한 긴 글을 읽고 필요한 세부 정보를 파악한다.,,,,,,,,,KICE STAS 학생평가지원포털 (stas.moe.go.kr),,,kice_verified,2026-07-04,STAS API 자동수집. 원천 대조(별책14) 필요. course=외국어 계열 | NCIC 성취수준 문서 코드·문구 실재 확인
[12심독Ⅰ03-02],2015_12심독Ⅰ03-02,2015,high,1-3학년,ENG,심화 영어 독해 I,읽기 ,읽기 영역,"상반된 주장이 포함된 다양한 분야의 글을 읽고 각각의 견해를 비교, 대조한다.",,,,,,,,,KICE STAS 학생평가지원포털 (stas.moe.go.kr),,,kice_verified,2026-07-04,STAS API 자동수집. 원천 대조(별책14) 필요. course=외국어 계열 | NCIC 성취수준 문서 코드·문구 실재 확인
[12심독Ⅰ03-03],2015_12심독Ⅰ03-03,2015,high,1-3학년,ENG,심화 영어 독해 I,읽기 ,읽기 영역,"다양한 주제에 관한 긴 글을 훑어 읽고 줄거리, 주제, 요지를 파악한다.",,,,,,,,,KICE STAS 학생평가지원포털 (stas.moe.go.kr),,,kice_verified,2026-07-04,STAS API 자동수집. 원천 대조(별책14) 필요. course=외국어 계열 | NCIC 성취수준 문서 코드·문구 실재 확인
[12심독Ⅰ03-04],2015_12심독Ⅰ03-04,2015,high,1-3학년,ENG,심화 영어 독해 I,읽기 ,읽기 영역,다양한 주제에 관한 긴 글을 읽고 중심 내용을 파악하여 요약한다.,,,,,,,,,KICE STAS 학생평가지원포털 (stas.moe.go.kr),,,kice_verified,2026-07-04,STAS API 자동수집. 원천 대조(별책14) 필요. course=외국어 계열 | NCIC 성취수준 문서 코드·문구 실재 확인
[12심독Ⅰ03-05],2015_12심독Ⅰ03-05,2015,high,1-3학년,ENG,심화 영어 독해 I,읽기 ,읽기 영역,다양한 주제에 관한 글을 읽고 비판적으로 이해한다.,,,,,,,,,KICE STAS 학생평가지원포털 (stas.moe.go.kr),,,kice_verified,2026-07-04,STAS API 자동수집. 원천 대조(별책14) 필요. course=외국어 계열 | NCIC 성취수준 문서 코드·문구 실재 확인
[12심독Ⅰ03-06],2015_12심독Ⅰ03-06,2015,high,1-3학년,ENG,심화 영어 독해 I,읽기 ,읽기 영역,문학 작품을 읽고 줄거리를 파악한다.,,,,,,,,,KICE STAS 학생평가지원포털 (stas.moe.go.kr),,,kice_verified,2026-07-04,STAS API 자동수집. 원천 대조(별책14) 필요. course=외국어 계열 | NCIC 성취수준 문서 코드·문구 실재 확인
[12심독Ⅰ03-07],2015_12심독Ⅰ03-07,2015,high,1-3학년,ENG,심화 영어 독해 I,읽기 ,읽기 영역,다양한 주제에 관한 글을 읽고 글의 논리적 구조를 파악한다.,,,,,,,,,KICE STAS 학생평가지원포털 (stas.moe.go.kr),,,kice_verified,2026-07-04,STAS API 자동수집. 원천 대조(별책14) 필요. course=외국어 계열 | NCIC 성취수준 문서 코드·문구 실재 확인
[12심독Ⅰ03-08],2015_12심독Ⅰ03-08,2015,high,1-3학년,ENG,심화 영어 독해 I,읽기 ,읽기 영역,비평이나 논설문을 읽고 글쓴이의 관점을 파악한다.,,,,,,,,,KICE STAS 학생평가지원포털 (stas.moe.go.kr),,,kice_verified,2026-07-04,STAS API 자동수집. 원천 대조(별책14) 필요. course=외국어 계열 | NCIC 성취수준 문서 코드·문구 실재 확인
[12심독Ⅰ03-09],2015_12심독Ⅰ03-09,2015,high,1-3학년,ENG,심화 영어 독해 I,읽기 ,읽기 영역,다양한 주제에 관한 긴 글을 읽고 함축적 의미를 파악한다.,,,,,,,,,KICE STAS 학생평가지원포털 (stas.moe.go.kr),,,kice_verified,2026-07-04,STAS API 자동수집. 원천 대조(별책14) 필요. course=외국어 계열 | NCIC 성취수준 문서 코드·문구 실재 확인
[12심독Ⅰ03-10],2015_12심독Ⅰ03-10,2015,high,1-3학년,ENG,심화 영어 독해 I,읽기 ,읽기 영역,문학 작품을 읽고 함축적 의미를 파악한다.,,,,,,,,,KICE STAS 학생평가지원포털 (stas.moe.go.kr),,,kice_verified,2026-07-04,STAS API 자동수집. 원천 대조(별책14) 필요. course=외국어 계열 | NCIC 성취수준 문서 코드·문구 실재 확인
[12심독Ⅱ03-01],2015_12심독Ⅱ03-01,2015,high,1-3학년,ENG,심화 영어 독해 II,읽기 ,읽기 영역,기초 학술 주제에 관한 글을 읽고 세부 정보를 파악한다.,,,,,,,,,KICE STAS 학생평가지원포털 (stas.moe.go.kr),,,kice_verified,2026-07-04,STAS API 자동수집. 원천 대조(별책14) 필요. course=외국어 계열 | NCIC 성취수준 문서 코드·문구 실재 확인
[12심독Ⅱ03-02],2015_12심독Ⅱ03-02,2015,high,1-3학년,ENG,심화 영어 독해 II,읽기 ,읽기 영역,다양한 장르의 글을 읽고 특성을 비교 대조한다.,,,,,,,,,KICE STAS 학생평가지원포털 (stas.moe.go.kr),,,kice_verified,2026-07-04,STAS API 자동수집. 원천 대조(별책14) 필요. course=외국어 계열 | NCIC 성취수준 문서 코드·문구 실재 확인
[12심독Ⅱ03-03],2015_12심독Ⅱ03-03,2015,high,1-3학년,ENG,심화 영어 독해 II,읽기 ,읽기 영역,기초 학술 주제에 관한 글을 읽고 주요 내용을 파악한다.,,,,,,,,,KICE STAS 학생평가지원포털 (stas.moe.go.kr),,,kice_verified,2026-07-04,STAS API 자동수집. 원천 대조(별책14) 필요. course=외국어 계열 | NCIC 성취수준 문서 코드·문구 실재 확인
[12심독Ⅱ03-04],2015_12심독Ⅱ03-04,2015,high,1-3학년,ENG,심화 영어 독해 II,읽기 ,읽기 영역,기초 학술 주제에 관한 글을 읽고 주요 내용을 요약한다.,,,,,,,,,KICE STAS 학생평가지원포털 (stas.moe.go.kr),,,kice_verified,2026-07-04,STAS API 자동수집. 원천 대조(별책14) 필요. course=외국어 계열 | NCIC 성취수준 문서 코드·문구 실재 확인
[12심독Ⅱ03-05],2015_12심독Ⅱ03-05,2015,high,1-3학년,ENG,심화 영어 독해 II,읽기 ,읽기 영역,글쓴이의 비유적 언어 사용을 이해하고 평가한다.,,,,,,,,,KICE STAS 학생평가지원포털 (stas.moe.go.kr),,,kice_verified,2026-07-04,STAS API 자동수집. 원천 대조(별책14) 필요. course=외국어 계열 | NCIC 성취수준 문서 코드·문구 실재 확인
[12심독Ⅱ03-06],2015_12심독Ⅱ03-06,2015,high,1-3학년,ENG,심화 영어 독해 II,읽기 ,읽기 영역,문학 작품을 읽고 비판적으로 이해한다.,,,,,,,,,KICE STAS 학생평가지원포털 (stas.moe.go.kr),,,kice_verified,2026-07-04,STAS API 자동수집. 원천 대조(별책14) 필요. course=외국어 계열 | NCIC 성취수준 문서 코드·문구 실재 확인
[12심독Ⅱ03-07],2015_12심독Ⅱ03-07,2015,high,1-3학년,ENG,심화 영어 독해 II,읽기 ,읽기 영역,다양한 주제에 관한 글을 읽고 글의 논리적 구조를 파악한다.,,,,,,,,,KICE STAS 학생평가지원포털 (stas.moe.go.kr),,,kice_verified,2026-07-04,STAS API 자동수집. 원천 대조(별책14) 필요. course=외국어 계열 | NCIC 성취수준 문서 코드·문구 실재 확인
[12심독Ⅱ03-08],2015_12심독Ⅱ03-08,2015,high,1-3학년,ENG,심화 영어 독해 II,읽기 ,읽기 영역,다양한 주제에 관한 긴 글을 읽고 함축적 의미를 파악한다.,,,,,,,,,KICE STAS 학생평가지원포털 (stas.moe.go.kr),,,kice_verified,2026-07-04,STAS API 자동수집. 원천 대조(별책14) 필요. course=외국어 계열 | NCIC 성취수준 문서 코드·문구 실재 확인
[12심독Ⅱ03-09],2015_12심독Ⅱ03-09,2015,high,1-3학년,ENG,심화 영어 독해 II,읽기 ,읽기 영역,"문학 작품을 읽고 표현, 이미지, 상징, 등의 함축적 의미를 파악한다.",,,,,,,,,KICE STAS 학생평가지원포털 (stas.moe.go.kr),,,kice_verified,2026-07-04,STAS API 자동수집. 원천 대조(별책14) 필요. course=외국어 계열 | NCIC 성취수준 문서 코드·문구 실재 확인
[12심독Ⅱ03-10],2015_12심독Ⅱ03-10,2015,high,1-3학년,ENG,심화 영어 독해 II,읽기 ,읽기 영역,비평이나 논설문을 읽고 글쓴이의 가치관을 이해한다.,,,,,,,,,KICE STAS 학생평가지원포털 (stas.moe.go.kr),,,kice_verified,2026-07-04,STAS API 자동수집. 원천 대조(별책14) 필요. course=외국어 계열 | NCIC 성취수준 문서 코드·문구 실재 확인
[12심영01-01],2022_12심영01-01,2022,high,1-3학년,ENG,심화 영어,UND,이해,다양한 주제나 기초 학문 분야 주제의 말이나 글의 주요 내용을 파악한다.,,,,,,,,,KICE STAS 학생평가지원포털 (stas.moe.go.kr),,,kice_verified,2026-07-04,STAS API 자동수집. 원천 대조(별책14) 필요. course=영어 | NCIC 성취수준 문서 코드·문구 실재 확인
[12심영01-02],2022_12심영01-02,2022,high,1-3학년,ENG,심화 영어,UND,이해,"다양한 장르의 말이나 글에서 화자, 필자, 등장인물 등의 심정이나 의도를 추론한다.",,,,,,,,,KICE STAS 학생평가지원포털 (stas.moe.go.kr),,,kice_verified,2026-07-04,STAS API 자동수집. 원천 대조(별책14) 필요. course=영어 | NCIC 성취수준 문서 코드·문구 실재 확인
[12심영01-03],2022_12심영01-03,2022,high,1-3학년,ENG,심화 영어,UND,이해,다양한 장르의 말이나 글을 듣거나 읽고 이어질 내용을 예측한다.,,,,,,,,,KICE STAS 학생평가지원포털 (stas.moe.go.kr),,,kice_verified,2026-07-04,STAS API 자동수집. 원천 대조(별책14) 필요. course=영어 | NCIC 성취수준 문서 코드·문구 실재 확인
[12심영01-04],2022_12심영01-04,2022,high,1-3학년,ENG,심화 영어,UND,이해,말이나 글의 구성 방식을 파악하여 내용의 논리적 관계를 추론한다.,,,,,,,,,KICE STAS 학생평가지원포털 (stas.moe.go.kr),,,kice_verified,2026-07-04,STAS API 자동수집. 원천 대조(별책14) 필요. course=영어 | NCIC 성취수준 문서 코드·문구 실재 확인
[12심영01-05],2022_12심영01-05,2022,high,1-3학년,ENG,심화 영어,UND,이해,"말이나 글로 표현된 어휘, 어구, 문장의 함축적 의미를 맥락에 맞게 추론한다.",,,,,,,,,KICE STAS 학생평가지원포털 (stas.moe.go.kr),,,kice_verified,2026-07-04,STAS API 자동수집. 원천 대조(별책14) 필요. course=영어 | NCIC 성취수준 문서 코드·문구 실재 확인
[12심영01-06],2022_12심영01-06,2022,high,1-3학년,ENG,심화 영어,UND,이해,다양한 매체의 말이나 글에 표현된 의견이나 주장을 비판적으로 평가한다.,,,,,,,,,KICE STAS 학생평가지원포털 (stas.moe.go.kr),,,kice_verified,2026-07-04,STAS API 자동수집. 원천 대조(별책14) 필요. course=영어 | NCIC 성취수준 문서 코드·문구 실재 확인
[12심영01-07],2022_12심영01-07,2022,high,1-3학년,ENG,심화 영어,UND,이해,"우리 문화 및 타 문화의 생활 양식, 사고방식, 의사소통 방식에 관한 말이나 글을 듣거나 읽고 문화의 다양성에 대한 포용적인 태도를 기른다.",,,,,,,,,KICE STAS 학생평가지원포털 (stas.moe.go.kr),,,kice_verified,2026-07-04,STAS API 자동수집. 원천 대조(별책14) 필요. course=영어 | NCIC 성취수준 문서 코드·문구 실재 확인
[12심영01-08],2022_12심영01-08,2022,high,1-3학년,ENG,심화 영어,UND,이해,적절한 전략을 적용하여 다양한 매체로 표현된 말이나 글을 이해한다.,,,,,,,,,KICE STAS 학생평가지원포털 (stas.moe.go.kr),,,kice_verified,2026-07-04,STAS API 자동수집. 원천 대조(별책14) 필요. course=영어 | NCIC 성취수준 문서 코드·문구 실재 확인
[12심영02-01],2022_12심영02-01,2022,high,1-3학년,ENG,심화 영어,EXP,표현,사실적 정보를 기술하거나 설명한다.,,,,,,,,,KICE STAS 학생평가지원포털 (stas.moe.go.kr),,,kice_verified,2026-07-04,STAS API 자동수집. 원천 대조(별책14) 필요. course=영어 | NCIC 성취수준 문서 코드·문구 실재 확인
[12심영02-02],2022_12심영02-02,2022,high,1-3학년,ENG,심화 영어,EXP,표현,다양한 장르의 글을 읽고 자신의 감상이나 느낌을 표현한다.,,,,,,,,,KICE STAS 학생평가지원포털 (stas.moe.go.kr),,,kice_verified,2026-07-04,STAS API 자동수집. 원천 대조(별책14) 필요. course=영어 | NCIC 성취수준 문서 코드·문구 실재 확인
[12심영02-03],2022_12심영02-03,2022,high,1-3학년,ENG,심화 영어,EXP,표현,상대방의 의사소통 방식을 고려하여 의견을 조정하며 토의한다.,,,,,,,,,KICE STAS 학생평가지원포털 (stas.moe.go.kr),,,kice_verified,2026-07-04,STAS API 자동수집. 원천 대조(별책14) 필요. course=영어 | NCIC 성취수준 문서 코드·문구 실재 확인
[12심영02-04],2022_12심영02-04,2022,high,1-3학년,ENG,심화 영어,EXP,표현,듣거나 읽은 내용을 자신의 말이나 글로 요약한다.,,,,,,,,,KICE STAS 학생평가지원포털 (stas.moe.go.kr),,,kice_verified,2026-07-04,STAS API 자동수집. 원천 대조(별책14) 필요. course=영어 | NCIC 성취수준 문서 코드·문구 실재 확인
[12심영02-05],2022_12심영02-05,2022,high,1-3학년,ENG,심화 영어,EXP,표현,말이나 글의 내용을 비교ㆍ대조한다.,,,,,,,,,KICE STAS 학생평가지원포털 (stas.moe.go.kr),,,kice_verified,2026-07-04,STAS API 자동수집. 원천 대조(별책14) 필요. course=영어 | NCIC 성취수준 문서 코드·문구 실재 확인
